iter	Logloss
0	0.04245010494
1	0.009997706081
2	0.003690920645
3	0.002568614591
4	0.002327619985
5	0.001983395322
6	0.001848747743
7	0.001759430038
8	0.001705292753
9	0.001666512601
10	0.001628836468
11	0.00159973996
12	0.001564655931
13	0.001522100682
14	0.001503982524
15	0.001489895817
16	0.001466642452
17	0.001436509957
18	0.001420906971
19	0.001410611277
20	0.001391648028
21	0.001372470755
22	0.001354065936
23	0.001339073177
24	0.001308207666
25	0.001299847667
26	0.001280807369
27	0.001275871753
28	0.001260766442
29	0.001254015353
30	0.00124757652
31	0.001234564363
32	0.001222970145
33	0.001219251685
34	0.001196989515
35	0.001185684067
36	0.001173610591
37	0.001168980775
38	0.001150610129
39	0.001138735432
40	0.00112019975
41	0.001116657853
42	0.001113098612
43	0.001106396864
44	0.001091404802
45	0.001082430658
46	0.001074713684
47	0.00106453315
48	0.001055827862
49	0.001044418272
50	0.00103577097
51	0.001030275492
52	0.001026237506
53	0.001019349744
54	0.001013937847
55	0.00100751872
56	0.001004170133
57	0.001000413313
58	0.0009944439827
59	0.000988932569
60	0.0009864443592
61	0.0009838483771
62	0.0009806851614
63	0.0009773343003
64	0.0009713750595
65	0.0009615768866
66	0.0009542717926
67	0.0009509523246
68	0.0009495473569
69	0.0009431125769
70	0.0009378125105
71	0.0009328132186
72	0.0009289369442
73	0.0009237443876
74	0.0009187897085
75	0.0009157313108
76	0.0009112033215
77	0.0009074284169
78	0.0009055275391
79	0.000903180421
80	0.0009012725578
81	0.0008989185774
82	0.000896333876
83	0.000894001236
84	0.0008898525373
85	0.0008871549688
86	0.0008833394332
87	0.0008780155567
88	0.000874626566
89	0.0008695989107
90	0.0008650126509
91	0.0008618218522
92	0.0008596978626
93	0.0008569225771
94	0.0008526574988
95	0.000850866663
96	0.0008505048336
97	0.0008450773754
98	0.0008431061452
99	0.0008424698163
100	0.000839972417
101	0.0008367899041
102	0.0008362201372
103	0.0008359946213
104	0.0008334779731
105	0.0008312568665
106	0.0008286645699
107	0.0008265520041
108	0.0008264127232
109	0.0008246016956
110	0.0008213295478
111	0.0008203552754
112	0.0008198855214
113	0.0008181969817
114	0.0008156247721
115	0.0008139421149
116	0.0008079697767
117	0.0008048708169
118	0.0008025004777
119	0.0008012404798
120	0.0007998974522
121	0.0007993531895
122	0.0007970704412
123	0.0007946000774
124	0.000794322679
125	0.0007940026539
126	0.0007932857843
127	0.0007915990279
128	0.0007912940498
129	0.0007902716438
130	0.0007885366063
131	0.0007867939429
132	0.0007854396247
133	0.0007844560057
134	0.0007843897118
135	0.0007820886395
136	0.0007811670613
137	0.0007787568832
138	0.0007781185646
139	0.0007766234356
140	0.0007743570486
141	0.000773690624
142	0.0007733815443
143	0.0007702295958
144	0.000767541584
145	0.0007673438441
146	0.000765408151
147	0.0007639264637
148	0.0007623621535
149	0.0007617270033
150	0.0007587823173
151	0.0007577202858
152	0.0007559483383
153	0.0007548542367
154	0.0007547235348
155	0.0007536304386
156	0.0007534668779
157	0.0007525632141
158	0.0007514317342
159	0.0007498327927
160	0.000748437945
161	0.0007477238147
162	0.0007462254626
163	0.0007423529857
164	0.0007407047485
165	0.0007385986901
166	0.000737549832
167	0.0007364477976
168	0.0007341962255
169	0.0007338423646
170	0.0007327926908
171	0.0007323349487
172	0.0007310966952
173	0.0007302947662
174	0.000729201663
175	0.0007281695074
176	0.0007271832184
177	0.0007260029391
178	0.0007252089886
179	0.0007235509718
180	0.0007230693158
181	0.0007227230017
182	0.0007223554321
183	0.0007212911768
184	0.0007205695016
185	0.0007200793862
186	0.0007193103369
187	0.0007190419896
188	0.0007186297975
189	0.0007181245319
190	0.0007180412911
191	0.0007163914531
192	0.0007155115804
193	0.0007148953741
194	0.000713298609
195	0.0007125725649
196	0.0007114566502
197	0.0007108640423
198	0.0007104101798
199	0.000709082969
200	0.0007083484809
201	0.0007072129439
202	0.0007064951882
203	0.0007057599007
204	0.0007043699346
205	0.0007035611577
206	0.0007021788518
207	0.0007014750316
208	0.000698517916
209	0.0006980964199
210	0.0006974829767
211	0.0006971138839
212	0.0006950365254
213	0.0006946274785
214	0.000693572202
215	0.00069259496
216	0.000692343154
217	0.0006917376674
218	0.0006910959459
219	0.0006903007072
220	0.000690092422
221	0.0006894728868
222	0.0006892914739
223	0.0006879355347
224	0.0006877136033
225	0.0006876402891
226	0.0006869782555
227	0.0006854578245
228	0.0006852634435
229	0.0006843411597
230	0.0006825882214
231	0.0006804988425
232	0.0006769771484
233	0.0006760999399
234	0.0006754678446
235	0.0006745049098
236	0.0006728251294
237	0.0006713802878
238	0.0006702031094
239	0.0006691931885
240	0.0006658971562
241	0.0006653555511
242	0.000664547903
243	0.0006635962188
244	0.0006631650637
245	0.0006612301116
246	0.0006605231012
247	0.0006581833204
248	0.0006575539573
249	0.0006571827087
250	0.0006556535512
251	0.0006547446195
252	0.0006527187201
253	0.0006523237066
254	0.0006509772718
255	0.000650623537
256	0.000649596102
257	0.0006488635601
258	0.0006482384766
259	0.0006474949892
260	0.0006466768714
261	0.0006459129609
262	0.0006451426399
263	0.0006428676349
264	0.0006428351952
265	0.000642122443
266	0.0006420040373
267	0.0006418644468
268	0.0006414014222
269	0.0006409580531
270	0.0006404448414
271	0.0006397761463
272	0.0006387782482
273	0.0006383767984
274	0.0006377986302
275	0.0006375545975
276	0.0006373100972
277	0.0006371714084
278	0.0006369439726
279	0.0006363306146
280	0.0006354460971
281	0.0006350750691
282	0.0006340650838
283	0.0006336003756
284	0.0006331856683
285	0.0006327623598
286	0.0006322865987
287	0.000630661282
288	0.000629896964
289	0.0006286308381
290	0.0006278753156
291	0.0006273210707
292	0.0006269493252
293	0.0006265438985
294	0.0006254980459
295	0.0006253100484
296	0.000624092135
297	0.0006235127957
298	0.0006231965815
299	0.0006225785062
300	0.0006217190381
301	0.000621106892
302	0.0006205038031
303	0.000620135234
304	0.0006189848492
305	0.0006169658551
306	0.0006164378332
307	0.0006155558789
308	0.0006149495595
309	0.0006147626508
310	0.0006144578108
311	0.000613833124
312	0.0006132515441
313	0.000612502382
314	0.0006123024681
315	0.0006121525189
316	0.0006110577534
317	0.0006107015122
318	0.0006104275371
319	0.0006091459315
320	0.0006083837436
321	0.0006083469134
322	0.0006075747356
323	0.0006072058345
324	0.0006071547448
325	0.0006058719236
326	0.0006050477897
327	0.0006040981691
328	0.0006018822061
329	0.0006010764323
330	0.0006005832181
331	0.0005998017797
332	0.0005994349109
333	0.0005986379976
334	0.0005977968152
335	0.0005971283498
336	0.0005968395749
337	0.0005953678426
338	0.0005951558765
339	0.0005949221648
340	0.0005942814677
341	0.0005933479071
342	0.0005917928315
343	0.0005914927537
344	0.0005910089507
345	0.0005904091605
346	0.0005899574015
347	0.0005891659065
348	0.0005890760263
349	0.0005874962564
350	0.0005867752214
351	0.0005866622776
352	0.0005860687099
353	0.000585689056
354	0.0005851226612
